paIsTranslatable,FORMAT,INITIAL,MANDATORY,DECIMALS,paDecimalInformation,EXTENT,paDescriptionACM,paDomainType,LOB-SIZE,CLOB-CODEPAGE,paIsBlockable,CASE-SENSITIVE,paDomainSubType,DATA-TYPE,CLOB-COLLATION,CLOB-TYPE,name,id,parent,schema_Id
"","\nx(20)\n","","","","","","","","","","","","","","","","cSteuernummer Lief","PA0292:pA:aa47f2b51d974637bad7e4f384957c33","PA0292:pA:fcdd7bfe52b94401a0fc23c93d25cf89",0
"","","","","","","","","","","","","","","","","","cSteuersequenzen","PA0292:pA:eed572e443a5411cba260eb08f9ab66d","PA0292:pA:b508e62455e1c0a6da111bc9344d35ec",0
"","\nx(10)\n","","","","","","","","","","","","","","","","cStillstandsart","PA0292:pA:943b4b92d6e0407ab1408fd2f2bc2ca4","PA0292:pA:cc967f803f2a4b5babccd120fc7bafd8",0
"","","","\nno\n","","","","","","","","","","","","","","cStillstandsart [nm]","PA0292:pA:cd7971d2ebd747c39beb69f4ea85250a","PA0292:pA:943b4b92d6e0407ab1408fd2f2bc2ca4",0
"","\nx(30)\n","","","","","","","","","","","","","","","","cStörungsgrund","PA0292:pA:a3608e2427bf4baab0a6256d9706595b","PA0292:pA:c1a06e321861fca6db11510724193874",0
"","\nx(6)\n","","","","","","","","","","","","","","","","cStrategie","PA0292:pA:b60398fb98934d409e519c85d0a08869","PA0292:pA:cc967f803f2a4b5babccd120fc7bafd8",0
"","","\nFiFo\n","","","","","","","","","","","","","","","cStrategie (init FiFo)","PA0292:pA:3dca2273d02a467597c8f72965e1e919","PA0292:pA:b60398fb98934d409e519c85d0a08869",0
"","","\nman\n","","","","","","","","","","","","","","","cStrategie (init man)","PA0292:pA:24a4ba272cb24db1b29cdd668a128f9e","PA0292:pA:b60398fb98934d409e519c85d0a08869",0
"","","","","","","","","","","","","","","","","","cStrategie Lagerort","PA0292:pA:ac592e01eaae4c0f8a3fab0e0c269670","PA0292:pA:b60398fb98934d409e519c85d0a08869",0
"","","","","","","","","","","","","","","","","","cStrategie Teil","PA0292:pA:f954300d557846cd980e85fd70c98fab","PA0292:pA:b60398fb98934d409e519c85d0a08869",0
"","","","","","","","","","","","","","","","","","cStreamkommando","PA0292:pA:567337fbf14a45e2950254ec67fe2377","PA0292:pA:a9eccfff249cba91db11c201f452b28d",0
"","\nx(256)\n","","","","","","","","","","","","","","","","cStructCode","PA0292:pA:c274db46c90acbb9df1177f9c98afdff","PA0292:pA:efc0ad2cab3d41bea93cb4f1d5199796",0
"","\nx(10)\n","","","","","","","","","","","","","","","","cStruktur_0002","PA0292:pA:bb6882da84df46868d556931f2a7e824","PA0292:pA:efc0ad2cab3d41bea93cb4f1d5199796",0
"","\nx(3)\n","","\nno\n","","","","","","","","","","","","","","cStücklistenkopf","PA0292:pA:a0e3c9969f7c4247a0809dffb302409d","PA0292:pA:20eba061b7ab47ed8b541552c67912b7",0
"","\nx(12)\n","","","","","\n6\n","","","","","","","","","","","cStufenbezeichnung","PA0292:pA:838f429a445440428ff207ae01904c18","PA0292:pA:eb4f0820dd8b4b16874dc4fcb8fc1375",0
"","\nx(35)\n","","","","","","","","","","","","","","","","cSUB-Adresse","PA0292:pA:0cf01efd1e3f4bb2b49e42d9e81752f4","PA0292:pA:b7375ab07eb80192da115fc5394022bf",0
"","","","","","","","","","","","","","","","","","cSuchbegriff 1","PA0292:pA:eba96b08ad1d419ebd77efcd76569090","PA0292:pA:c847ae926fb1458a9e8348e7d1a32e24",0
"","\nx(255)\n","","","","","","","","","","","","","","","","cSuchbegriffe","PA0292:pA:c3768347a219468da38335645400c15b","PA0292:pA:8c81ff21cf551885db11c80820944b5c",0
"","\nx(60)\n","","","","","","","","","","","","","","","","cSuchinfo","PA0292:pA:87b89e46cb8148878bf1b714913b15bd","PA0292:pA:d4125cd023cb09bcdb117f09068c538c",0
"","\nx(2000)\n","","","","","","","","","","","","","","","","cSuchmuster","PA0292:pA:907a12c595884bde9f01cf02e2e6b788","PA0292:pA:d0c054c48e109b8ddb11e1052e1dc3fc",0
"","\nx(30)\n","","","","","","","","","","","","","","","","cSuchname","PA0292:pA:709b701fae454f5b82c53a0c5416caa9","PA0292:pA:c847ae926fb1458a9e8348e7d1a32e24",0
"","\nx(7)\n","\n?\n","\nno\n","","","","","","","","","","","","","","cSummen","PA0292:pA:b0ac36d60ee24c7b9819658e00c188e3","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\nx(23)\n","","","","","","","","","","","","","","","","cSuppier # (VF)","PA0292:pA:f4e829f89b17a5b3de11c3d5e06c92f2","PA0292:pA:5bc9ab8bcfbd4f868845cfb7ae702557",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cSupplier #","PA0292:pA:5bc9ab8bcfbd4f868845cfb7ae702557","PA0292:pA:2fc23fffeb7f4a5e9135161e81a75b2a",0
"","\nx(4)\n","","","","","","","","","","","","","","","","cSyntaxkennung","PA0292:pA:56d27703cc254e1eba5740892325cdf7","PA0292:pA:b7375ab07eb80192da115fc5394022bf",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cSystemparam","PA0292:pA:28f256b724c34524953d0e0c45448b40","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","","","","","","","","","","","","","","","","","cTabelle Anzeige","PA0292:pA:10b0516612b5486a91f0bc26b386d16f","PA0292:pA:f00fd27e5c874bb2b60d60b770c573bb",0
"","\nx(50)\n","","","","","","","","","","","","","","","","cTabellennamen","PA0292:pA:a8e0a075228d452daf1c82ae51fe9394","PA0292:pA:91e3631301ef45a8aaf68505fcc136ef",0
"","\nx(2)\n","","","","","","","","","","","","","","","","cTagesnummer","PA0292:pA:d4024c625d704dacb08de2ffd18899a9","PA0292:pA:d4125cd023cb09bcdb117f09068c538c",0
"","","","","","","","","","","","","","","","","","cTarifbezeichnung","PA0292:pA:a6a03957c10c4acd9d8d3cc6d00b262f","PA0292:pA:5e0eb809e7fa4c2e83371dd3c1b2108d",0
"","","","","","","","","","","","","","","","","","cTeil Herkunft","PA0292:pA:b9d6f5db752549ffab8708f297dd527a","PA0292:pA:dc1247ff32714817b8e9a63522d5e623",0
"","","","","","","","","","","","","","","","","","cTeilerabattgruppe","PA0292:pA:85bbfde37a9e4c2b9003f0acfc0fd239","PA0292:pA:9cb5ee43ae2d4e4ea7d42cd80a36a79b",0
"","\nx(35)\n","","","","","","","","","","","","","","","","cTeleBox Kennung","PA0292:pA:33b727489cb644fab985d0c5a41c070e","PA0292:pA:b7375ab07eb80192da115fc5394022bf",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cTerminherkunft","PA0292:pA:f8a17a2d3cfcacbadc11fe653a9047a2","PA0292:pA:95b3d9925b5db39adb11b608f676be24",0
"","\nx(2)\n","","","","","","\nVU_COScheduleKeys_desc\n","","","","","","","","","","cTerminschlüssel","PA0292:pA:01730493b2ff4e9a864430a05a30e3a3","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","\nx(255)\n","","","","","","","","","","","","","","","","cText","PA0292:pA:11afcd1a3ff14a17b4ac501fb2891faa","PA0292:pA:f756789bc40e4bae9339f304dc74f5b0",0
"","\nx(150)\n","","","","","","","","","","","","","","","","cText [x150]","PA0292:pA:0a4ad4a0198d499d835fff1cc61ff251","PA0292:pA:11afcd1a3ff14a17b4ac501fb2891faa",0
"","\nx(60)\n","","","","","","","","","","","","","","","","cText [x60]","PA0292:pA:eac962ed7adf4c20a75b7d1636610656","PA0292:pA:11afcd1a3ff14a17b4ac501fb2891faa",0
"","\nx(27)\n","","","","","","","","","","","","","","","","cText_AZV","PA0292:pA:2f2ef1cb9b8a4f20a6f08d83b0cbff8a","PA0292:pA:15c6b7cdc8a34e20b23d5eaa70a1cf0f",0
"","","","","","","","","","","","","","","","","","cTlGr original","PA0292:pA:4c3f5e8fffee46bebba599af85951f1f","PA0292:pA:734053af96584152a8a9d91dc4a5c9b6",0
"","","","","","","","","","","","","","","","","","cTranslation Index","PA0292:pA:5f54b1c541bf424583ac2ca9926892a5","PA0292:pA:e46b487fefab6387db119109d6318d20",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cTransmissionNoNew","PA0292:pA:99d7cff49324089edb1197656f0ef0dd","PA0292:pA:2fc23fffeb7f4a5e9135161e81a75b2a",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cTransmissionNoOld","PA0292:pA:99d7cff49324089edb1197654d78f7ca","PA0292:pA:2fc23fffeb7f4a5e9135161e81a75b2a",0
"","\nx(8)\n","","","","","","","","","","","","","","","","cTransportInfo","PA0292:pA:f8a17a2d3cfcacbadc11fe658a6a21a2","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","\nx(132)\n","","","","","","","","","","","","","","","","cübersetzter String","PA0292:pA:90b173a9af2847db9c28e6cc22a94915","PA0292:pA:eb4f0820dd8b4b16874dc4fcb8fc1375",0
"","\nx(8)\n","","","","","","","","","","","","","","","","cÜbertragungszeit","PA0292:pA:2b8927e481bc4ff786d703b2438b7ac8","PA0292:pA:b7375ab07eb80192da115fc5394022bf",0
"","\nx(20)\n","\n?\n","\nno\n","","","","","","","","","","","","","","cUmbuchung von/nach","PA0292:pA:2e6c7d8422fe474bb4ba90bb02759e24","PA0292:pA:d0c054c48e109b8ddb11e205ca894e2c",0
"","","","","","","","","","","","","","","","","","cUmsatzsteuerID_0002","PA0292:pA:8b0cf238427747e19457830f88c20457","PA0292:pA:2333cb6b2d844876a0df8e61c9cf4fca",0
"","\n!\n","\nC\n","","","","","","","","","","","","","","","cUmschl Klasse","PA0292:pA:decce338b23e4714a498f6b23ae5d03c","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","\nx(5)\n","","","","","","","","","","","","","","","","cUnloadingPoint","PA0292:pA:c9958a19d6fa25a3de1170c8f1bb4e8d","PA0292:pA:be3a356ab6444d2bb81443daa38667e0",0
"","\nx(30)\n","","","","","","","","","","","","","","","","cUnterbrechung","PA0292:pA:a106ac567dbe49ac86ed4ede3daf909b","PA0292:pA:20eba061b7ab47ed8b541552c67912b7",0
"","","","","","","","","","","","","","","","","","Currency Attribute (integer)","PA0292:pA:c8678ffe062340f1936294aae1ad50e2","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","\nzz9\n","","","","","","","","","","","","","","","","Currency ID","PA0292:pA:0c8ba56be6a5409284c93877a8d423d0","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b",0
"","\n!(3)\n","","","","","","","","","","","","","","","","Currency ID (ISO)","PA0292:pA:294f84aceb6345c984543c060b6c5295","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2",0
"","","","","","","","","","","","","","","","","","Currency ID (ISO) Bank Fees","PA0292:pA:abc7fbd64deffda9e011eec7b8905a30","PA0292:pA:294f84aceb6345c984543c060b6c5295",0
"","","","","","","","","","","","","","","","","","Currency ID (ISO) DC","PA0292:pA:abc7fbd64deffda9e011f0c77452d2ac","PA0292:pA:294f84aceb6345c984543c060b6c5295",0
"","","","","","","","","","","","","","","","","","Currency ID (ISO) Expenses","PA0292:pA:abc7fbd64deffda9e011efc79f24a0d3","PA0292:pA:294f84aceb6345c984543c060b6c5295",0
"","","","","","","","","","","","","","","","","","Currency ID (ISO) init","PA0292:pA:abc7fbd64deffda9e011edc77717c591","PA0292:pA:294f84aceb6345c984543c060b6c5295",0
"","","","","","","","","","","","","","","","","","Currency ID (ISO) TC","PA0292:pA:abc7fbd64deffda9e011f1c7497e371d","PA0292:pA:294f84aceb6345c984543c060b6c5295",0
"","","","","","","","","","","","","","","","","","Currency ID Bank Fees","PA0292:pA:abc7fbd64deffda9e011ecc745f918bd","PA0292:pA:b01c93d55828441e936feda723df5849",0
"","","","","","","","","","","","","","","","","","Currency ID init","PA0292:pA:abc7fbd64deffda9e011ebc7756eb095","PA0292:pA:b01c93d55828441e936feda723df5849",0
"","","\n?\n","","","","","","","","","","","","","","","Currency ID [nm i?]","PA0292:pA:d65b282e2b4c4bb99d479b7219c7f256","PA0292:pA:b01c93d55828441e936feda723df5849",0
"","","","\nno\n","","","","","","","","","","","","","","Currency ID [nm]","PA0292:pA:b01c93d55828441e936feda723df5849","PA0292:pA:0c8ba56be6a5409284c93877a8d423d0",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","Currency valid on","PA0292:pA:b28ee96466a74a79b1729affc4d2deaf","PA0292:pA:79a37c86e6f647a3b0d4856bdf482021",0
"","\nz9\n","","","","","","","","","","","","","","","","current Page","PA0292:pA:4ba3e70ac1154b2597e30f4b36b7c71e","PA0292:pA:b45e19cbd77e9b84da1183ec380e82eb",0
"","","","","","","","","","","","","","","","","","cUrsprungsland","PA0292:pA:2dc2251788dd4225982850dc58dd6bab","PA0292:pA:f1cf16f5fc70455fa1ab43407c08522d",0
"\nno\n","\nx(50)\n","","","","","","","","","","","","","","","","cUsageKey","PA0292:pA:a5433b7d652e039ce1114b8803ac965f","PA0292:pA:76bec5a6e14c4374870e2fa3a13b63ae",0
"","","","","","","","\nEB_UsageTypes_desc\n","","","","","","","","","","cUsageKeysEB","PA0292:pA:f8a17a2d3cfcacbadc11fe6581cb42a2","PA0292:pA:f3423686cd40402ba074050c11f1cec8",0
"","","","","","","","","","","","","","","","","","CustCalendarActive","PA0292:pA:f8a17a2d3cfcacbadc11fe65de2d45a2","PA0292:pA:770ef9c4b4594022a40dd2960adc2e0b",0
"","","","","","","","","","","","","","","","","","cUStID Lieferant","PA0292:pA:3301d15e73a349c082a5eb43bf3c6b6a","PA0292:pA:2333cb6b2d844876a0df8e61c9cf4fca",0
"","\nx(100)\n","","","","","","","","","","","","","","","","cUStID-Format","PA0292:pA:b3109332894f48338fefbdbd19966ee1","PA0292:pA:2333cb6b2d844876a0df8e61c9cf4fca",0
"\nno\n","\nx(20)\n","","\nno\n","","","","","","","","","","","","","","Custom Field Value (Char) [nm]","PA0292:pA:ec3e1f87cd3d4d2e97cc74936cdf0a17","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"\nno\n","","","","","","","","","","","","","","","","","Custom Field Value (tz)","PA0292:pA:93620205278b4e9bbdbf5d6749a7af9f","PA0292:pA:c93567fdce775c9fe011fe3fd3725bdd",0
"","\nz9\n","","","","","","","","","","","","","","","","Custom Mode","PA0292:pA:8f89d15f5b53158dde11c7d91101a32f","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","","","","","","","","","","","","","","","","","Customer ID","PA0292:pA:0e9131f1d0f94b45876ffdaf6cd4f502","PA0292:pA:1dfcad459a054ef4a98b67c720af5fa5",0
"","","","","","","","","","","","","","","","","","Customer ID (Invoice)","PA0292:pA:303ceac0d4ac4a4880fbb95a43f5f1b2","PA0292:pA:0e9131f1d0f94b45876ffdaf6cd4f502",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","Customer ID (Shipment)","PA0292:pA:cb596063879c4e03a6190a3b04bb9f8c","PA0292:pA:0e9131f1d0f94b45876ffdaf6cd4f502",0
"","","","\nno\n","","","","","","","","","","","","","","Customer ID [nm]","PA0292:pA:f95122559c6b4181b776275870d40d0d","PA0292:pA:0e9131f1d0f94b45876ffdaf6cd4f502",0
"\nno\n","\nzzz,zz9.9999999999\n","\n?\n","\nno\n","\n10\n","","","","","","","","","","","","","CustomFieldValue (Decimal)","PA0292:pA:3310a4af3496452e8d7dd297af675cdb","PA0292:pA:09a42e08520a45acaf44352c7eb87d4f",0
"\nno\n","\nx(8)\n","","","","","","","","","","","","","","","","CustomLevel","PA0292:pA:ae64f2191939451fa966a0a855064732","PA0292:pA:2d3246ecfd5f4ad7b28a928d17724831",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cValuationMaterial","PA0292:pA:cbb5c6e4854ef592e1118abb0b1b3a58","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","\nx(120)\n","","","","","","","","","","","","","","","","cValuationParameter","PA0292:pA:9106e6f7011ddfbfe111fa26a5b707d5","PA0292:pA:7b5e4a1feb4742d99066f308c635c633",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cValuetype","PA0292:pA:ace334bf0b06c79adf114515c71fdc90","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","\nx(30)\n","","","","","","","","","","","","","","","","cVariantenanwendung","PA0292:pA:44d2799752094ba7803cfe383396fc84","PA0292:pA:e5c0258544c72587db114407c2c1a54d",0
"","\nx(30)\n","","","","","","","","","","","","","","","","cVariantenbaustein","PA0292:pA:4620d2e144654fb3bea1fb0274d54f44","PA0292:pA:e5c0258544c72587db114407c2c1a54d",0
"","\nx(30)\n","","","","","","","","","","","","","","","","cVariantenmodul","PA0292:pA:3676f5a75d2c4d2183527efdd96c30f3","PA0292:pA:e5c0258544c72587db114407c2c1a54d",0
"","\nx(20)\n","","","","","","","","","","","","","","","","cVarMerkmalsleiste","PA0292:pA:b3faa42968764f4280b97234c2ef46c2","PA0292:pA:a843697f970648808d9222c1cea25c24",0
"","","","","","","","","","","","","","","","","","cVerarbPrgm Ausg","PA0292:pA:fa07ea66af264fed888c762e0d1450a0","PA0292:pA:35165070f2d64cb89eb164e0e1d7f4e7",0
"","","","","","","","","","","","","","","","","","cVerarbPrgm Eing","PA0292:pA:7f6a66d4aadf4684ac79491c5cfcd442","PA0292:pA:35165070f2d64cb89eb164e0e1d7f4e7",0
"","","","","","","","","","","","","","","","","","cVerbindungstabelle","PA0292:pA:5123c07d676047aa9c6d81156533a286","PA0292:pA:f00fd27e5c874bb2b60d60b770c573bb",0
"","\nx(10)\n","","","","","","","","","","","","","","","","cVersion [EDI]","PA0292:pA:69df243f859b4d678bc09d76f934f1a3","PA0292:pA:b7375ab07eb80192da115fc5394022bf",0
"","\nx(3)\n","","","","","","","","","","","","","","","","cVersionsnummer [EDI]","PA0292:pA:3f99d871c25b4b03a9d906ac5e9ecd4f","PA0292:pA:b7375ab07eb80192da115fc5394022bf",0
"","","","","","","","","","","","","","","","","","cVertGr Akte","PA0292:pA:3dc071b4f6954a07955317bae4389c84","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Anfrage","PA0292:pA:d47379be784446c29a8a9fa61cb6ed63","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Angebot","PA0292:pA:62080b3a10714b92bb614465fc42b122","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Archiv","PA0292:pA:f1b16fc23f8b4f299e41457a4c1ea090","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Auftrag","PA0292:pA:8573e1da492c4066882a8458ee7af67e","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Bestellung","PA0292:pA:82099d8e02db4a43ac427cf64b0a89a3","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Dokument","PA0292:pA:09cc1a52ffa847a581d1380cb5300901","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr EDI","PA0292:pA:3859dfc79f4e41e5b6eda230dc0b5e37","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Einkauf","PA0292:pA:52d48a39162948babaf9c0529195555a","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Fibu","PA0292:pA:5903c5089bf549978d36f4356640a56c","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Ordner","PA0292:pA:f8a17a2d3cfcacbadc11fe65f00ae1a1","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr SNR","PA0292:pA:3c29980e70bc468f874daacb19a4bde5","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Stamm","PA0292:pA:7e65812fe22548cb98200e9136bd1326","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Vertrieb","PA0292:pA:71447548ad544a2d86d46af221932612","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVertGr Webshop","PA0292:pA:3066f137294047bd8e477f52084c0401","PA0292:pA:f9405102ea7d4a08bd52f988258dfae9",0
"","","","","","","","","","","","","","","","","","cVerträglich","PA0292:pA:8edd7defac744e40b042f482d5700bf3","PA0292:pA:91e3631301ef45a8aaf68505fcc136ef",0
"","\nx(6)\n","","","","","","","","","","","","","","","","cVertriebsgebiet","PA0292:pA:30ff03e9328a477f89befdf2f38bef60","PA0292:pA:cc967f803f2a4b5babccd120fc7bafd8",0
"","\nx(40)\n","","","","","","","","","","","","","","","","cVerwendungsart","PA0292:pA:da0886102c564fd186af2d5c2d7c233a","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","","","","","","","","","","","","","","","","","cVerwendungsart_0020","PA0292:pA:18f3714045ab439396312d00aadcf9e1","PA0292:pA:da0886102c564fd186af2d5c2d7c233a",0
"","\nx(14)\n","","","","","","","","","","","","","","","","cVerwendungsort","PA0292:pA:62da188c6fa84931a522ce1846f4534b","PA0292:pA:f756789bc40e4bae9339f304dc74f5b0",0
"","\nx(35)\n","","","","","","","","","","","","","","","","cVerwendungszweck AZV","PA0292:pA:02d1a8e32b244296b8ec210abd256f8a","PA0292:pA:15c6b7cdc8a34e20b23d5eaa70a1cf0f",0
"","\nx(2)\n","","","","","","\nVU_COUsageCodes_desc\n","","","","","","","","","","cVerwSchlüssel","PA0292:pA:f3423686cd40402ba074050c11f1cec8","PA0292:pA:d0c054c48e109b8ddb11e2050af5dd39",0
"","\nx(25)\n","","","","","","","","","","","","","","","","cVF_Artikel","PA0292:pA:f4e829f89b17a5b3de11bdd5af20385b","PA0292:pA:dc1247ff32714817b8e9a63522d5e623",0
"","","","","","","","","","","","","","","","","","cVF_BGColorDetailRow","PA0292:pA:b43cf027bce9f185de113deae06c6d3d","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_BGColorMasterRow","PA0292:pA:b43cf027bce9f185de113deaa0bbe021","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","\nx(25)\n","","","","","","","","","","","","","","","","cVF_CustomerPartNo","PA0292:pA:f4e829f89b17a5b3de11bbd50501ded4","PA0292:pA:5b5f092c903c415887d6eb487c87026f",0
"","","","","","","","","","","","","","","","","","cVF_PrintBGColor","PA0292:pA:b43cf027bce9f185de113dea8061118d","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_PrintColumnWidth","PA0292:pA:b43cf027bce9f185de113deaa0fe9695","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_PrintFont","PA0292:pA:b43cf027bce9f185de113dea80842e87","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_PrintFontDetailRow","PA0292:pA:b43cf027bce9f185de113dea00e2d954","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_PrintFontMasterRow","PA0292:pA:b43cf027bce9f185de113dea805dcc4b","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_RowLabelBGColor","PA0292:pA:b43cf027bce9f185de113deae09edd7b","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
"","","","","","","","","","","","","","","","","","cVF_RowLabelFont","PA0292:pA:b43cf027bce9f185de113dea805ae96b","PA0292:pA:c15dc7d1162b66bdde1107e373b7e92c",0
